index,page,name,category,image,price,rating,rating_count,delivery,is_best_seller,is_overall_pick
1244,5,"BENTSAI BT-HH6105B2 Handheld Inkjet Printer with 1/2 Inch Print Height Portable Handheld Printer for EXP Date, Batch Number, QR Code, Barcode, Logo on Carton Wood Fabric Plastic Metal  Inkjet",printers,https://m.media-amazon.com/images/I/71ts3wA2azL._AC_SX148_SY213_QL70_.jpg,$530.00,4.3,38,$35.45 delivery,0,0
1245,5,ZEBRA ZD421 Thermal Transfer Desktop Printer 203 dpi Print Width 4-inch USB ZD4A042-301M00EZ,printers,https://m.media-amazon.com/images/I/61wF7I1-nyL._AC_SX148_SY213_QL70_.jpg,$319.99,4.0,22,"Delivery Tue, Dec 17 to Palestinian Territories",0,0
1246,5,"Thermal Shipping Label Printer - 4x6 Shipping Printer for Shipping Packages, High Speed USB Thermal Printer, Compatible with Windows, Mac, Linux, Used for Amazon, Ebay, USPS (USB ONLY)  USB",printers,https://m.media-amazon.com/images/I/61C3lr+ytxL._AC_SX148_SY213_QL70_.jpg,$44.99,5.0,4,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
1247,5,"SponsoredHP Smart-Tank 5000 Wireless All-in-One Ink-Tank Printer with up to 2 years of ink included, mobile print, scan, copy, white, 17.11 x 14.23 x 6.19  Inkjet",printers,https://m.media-amazon.com/images/I/71rO8TpX5aL._AC_SX148_SY213_QL70_.jpg,$129.99,4.1,1402,"Delivery Thu, Dec 12 to Palestinian Territories",1,0
1248,5,"Sponsoredvretti Bluetooth Thermal Shipping Label Printer, Wireless 4x6 Label Printer for Shipping Packages, Thermal Printer Compatible with Ebay, Amazon, USPS, Shopify, Android, iPhone and Windows  Thermal",printers,https://m.media-amazon.com/images/I/61DUiBIc9QL._AC_SX148_SY213_QL70_.jpg,$59.99,4.0,637,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1249,6,"SponsoredBrother MFC-J1010DW Wireless Color Inkjet All-in-One Printer with Mobile Device and Duplex Printing, Refresh Subscription and Amazon Dash Replenishment Ready  Inkjet",printers,https://m.media-amazon.com/images/I/61ZyrptvstL._AC_SX148_SY213_QL70_.jpg,$99.99,4.2,5920,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1250,6,Receipt Printer Bluetooth Portable Thermal POS Receipt Printer for Small Business 58mm Wireless Mini Mobile Receipt Printer for Android & Windows  Thermal,printers,https://m.media-amazon.com/images/I/61Ko4F7KgAL._AC_SX148_SY213_QL70_.jpg,$35.99,3.9,7,$25.21 delivery,0,0
1251,6,"BENTSAI BT-HH6105B2 Handheld Inkjet Printer with 1/2 Inch Print Height Portable Handheld Printer for EXP Date, Batch Number, QR Code, Barcode, Logo on Carton Wood Fabric Plastic Metal  Inkjet",printers,https://m.media-amazon.com/images/I/71ts3wA2azL._AC_SX148_SY213_QL70_.jpg,$530.00,4.3,38,$35.45 delivery,0,0
1252,6,"OFFNOVA Shipping Label Printer, USB 4x6 Label Printer for Shipping Packages, High Speed Thermal Printer, Supports ShipStation UPS FedEx Ebay  Thermal",printers,https://m.media-amazon.com/images/I/61pOes9a2sL._AC_SX148_SY213_QL70_.jpg,,4.0,1125,,0,0
1253,6,ZEBRA ZD421 Thermal Transfer Desktop Printer 203 dpi Print Width 4-inch USB ZD4A042-301M00EZ,printers,https://m.media-amazon.com/images/I/61wF7I1-nyL._AC_SX148_SY213_QL70_.jpg,$319.99,4.0,22,"Delivery Tue, Dec 17 to Palestinian Territories",0,0
1254,6,"vretti Bluetooth Thermal Label Printer, 4x6 Shipping Label Printer, Wireless Label Printer for Shipping Packages & Small Business Compatible with iPhone Android Window Mac USPS UPS Amazon  Thermal",printers,https://m.media-amazon.com/images/I/61tpJV4JaKL._AC_SX148_SY213_QL70_.jpg,$49.99,3.9,43,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1255,6,"vretti Thermal Shipping Label Printer, 4x6 USB Label Printer, Desktop Barcode Label Printer for Small Business & Shipping Packages Compatible with Mac, Windows, Linux, UPS, USPS  Thermal",printers,https://m.media-amazon.com/images/I/61N1v4oZHaL._AC_SX148_SY213_QL70_.jpg,$46.99,4.0,181,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
1256,6,NIIMBOT Label Maker Machine D11 Label Printer Tape Included Portable Wireless Connection Multiple Templates Available for Phone Easy to Use Office Home Organization USB Rechargeable  Thermal,printers,https://m.media-amazon.com/images/I/61Eo4SF+aaL._AC_SX148_SY213_QL70_.jpg,$19.98,4.5,17934,"Delivery Tue, Dec 17",0,0
1257,6,SponsoredPrinthead with 950 Printhead Replacement with HP OfficeJet Pro 8100 8600 8610 8620 8630 8625 8635 8640 Printers,printers,https://m.media-amazon.com/images/I/61+kU4CMzjL._AC_SX148_SY213_QL70_.jpg,$117.98,5.0,7,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1258,6,"SponsorediDPRT Label Printer - SP310 Thermal Label Maker with Auto Label Detection, 1""-3.15"" Print Width for Home, Office&Small Business, Suitable for Barcode, Address, Filling and Storing, Support Windows&Mac  Thermal",printers,https://m.media-amazon.com/images/I/61+1cob37fL._AC_SX148_SY213_QL70_.jpg,$67.49,4.3,29,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1259,6,"Zoolion Portable Thermal Printer for Travel, M08F Compact Inkless Printer for Home Office, Wireless Portable Printer, Thermal Printer, Support 8.5"" X 11"" US Letter Size Thermal Paper  Thermal",printers,https://m.media-amazon.com/images/I/71Mug5CwrfL._AC_SX148_SY213_QL70_.jpg,$85.85,4.4,98,"Delivery Tue, Dec 17",0,0
1260,6,"Shipping Label Printer Bluetooth - Thermal Shipping Label Printer Prints Clearly and Easy to Connect, Shipping Label Printer 4x6 for Small Business, Compatible with Amazon Etsy UPS USPS  Thermal",printers,https://m.media-amazon.com/images/I/71OFyy6+vdL._AC_SX148_SY213_QL70_.jpg,$69.99,5.0,13,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1261,6,"Square POS Receipt Printer Epson TM-m30III Thermal Receipt Printer, Auto-Cutter, USB & LAN Part # C31CK50012  Thermal",printers,https://m.media-amazon.com/images/I/31Uf7h7wGoL._AC_SX148_SY213_QL70_.jpg,$269.95,4.5,2,"Delivery Tue, Dec 17 to Palestinian Territories",0,0
1262,6,"Wireless Shipping Label Printer-Commercial Grade Thermal Label Printer for Shipping & Returning Packages-High Speed Small Direct Thermal Label Printers, Bluetooth Label Printer for Personal Use|Zeturn  Thermal",printers,https://m.media-amazon.com/images/I/71R26Uc9yTL._AC_SX148_SY213_QL70_.jpg,$129.99,4.5,36,"Delivery Tue, Dec 17",0,0
1263,6,"Phomemo Portable Thermal Printer, Bluetooth Portable Printers Wireless for Travel, M832 Inkless Mobile Printer for Phone Laptop, Support 8.5''x11''/A4/4.33''/3.15''/2.08'' Thermal Paper, with Case  Thermal",printers,https://m.media-amazon.com/images/I/7158cG8LisL._AC_SX148_SY213_QL70_.jpg,$111.99,4.3,646,"Delivery Tue, Dec 17",0,0
1264,6,Lexmark MX632adwe Wired & Wireless Laser Multifunction Printer - Monochrome - TAA Compliant - Copier/Fax/Printer/Scanner - 50 ppm Mono Print - 1200 x 1200 dpi Print - Automatic Duplex Print - Up t  A4,printers,https://m.media-amazon.com/images/I/41Ix8fadQkL._AC_SX148_SY213_QL70_.jpg,"$1,799.00",,,"Delivery Tue, Dec 17",0,0
1265,6,"Thermal Shipping Label Printer - 4x6 Label Printer for Shipping Packages, USB Thermal Printer for Home Shipping Small Business, Compatible with macOS, Windows (USB Only)  Thermal",printers,https://m.media-amazon.com/images/I/718XJk2syzL._AC_SX148_SY213_QL70_.jpg,$46.98,1.5,4,"FREE delivery Tue, Dec 17 to Palestinian Territories on $49 of eligible items",0,0
1266,6,"SponsoredPrinters Jack Compatiable Epson T522 Refill Ink Bottle Kit for Epson Supertank ET-2800 ET-4700 ET-4800 ET-2710 ET-2720, ET-2803 Printer, 4 Packs",printers,https://m.media-amazon.com/images/I/71iGattkYhL._AC_SX148_SY213_QL70_.jpg,$13.59,4.6,2706,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1267,6,"SponsoredQIDI Q1 Pro 3D Printer, 600mm/s High-Speed Fully Auto Leveling 3D Printers with Camera, 60℃ Chamber Heat, 350°C Print Support Carbon Fiber Filament, Tangle Detection, Printing Size 9.65""x9.65""x9.45""",printers,https://m.media-amazon.com/images/I/51GnLFJ58bL._AC_SX148_SY213_QL70_.jpg,$349.00,4.3,134,"Delivery Tue, Dec 17",0,0
1268,7,"800077-742 YMCKO Ribbon, Compatible with zxp Series 7 Printer, Replacement for ix Series 800077-742 Ribbon, 800077-742 Full-Color Ribbon Yields At Least 760 Prints, With 2 Clean Spools, Longer-Lasting",printers,https://m.media-amazon.com/images/I/619S9NskvML._AC_UY218_.jpg,$119.45,,,FREE delivery to Palestinian Territories,0,0
1269,7,"210A 210X Toner Cartridges 4 Pack Replacement (with Chip) Compatible for HP W2100A 210A Work for HP Color Laserjet Pro MFP 4301fdw 4301dw 4301fdn, LaserJet Pro Series 4201dw 4201dn Printer (210A BCMY)",printers,https://m.media-amazon.com/images/I/71v4B4c9LVL._AC_UY218_.jpg,$229.99,4.6,228,"FREE delivery Tue, Dec 17 to Palestinian Territories",0,0
1270,7,OKI Microline 320 Turbo Printer - OKI Data 320 Turbo Printer (62411601) | Includes Jetset Software,printers,https://m.media-amazon.com/images/I/71nHm7oiHHL._AC_UY218_.jpg,$999.99,5.0,2,"$133.50 delivery Tue, Dec 17",0,0
1271,7,3D Printing For Money: The first handbook on how to make Money with 3D Printers,printers,https://m.media-amazon.com/images/I/71LycwtSTAL._AC_UY218_.jpg,$20.23,4.4,61,"FREE delivery Sun, Dec 15 to Palestinian Territories on $49 of eligible items",0,0
1272,7,"DTF Printers User Guide: Maintenance and Troubleshooting of DTF Transfer Film, Powder, Ink, Prints, Printers, and Everything About DTF Printing",printers,https://m.media-amazon.com/images/I/61hOHVM8-tL._AC_UY218_.jpg,$17.92,,,"FREE delivery Sun, Dec 15 to Palestinian Territories on $49 of eligible items",0,0
1273,7,The Curious Case of the 3D Printer (Science & Technology for Kids (Ages 5-10)),printers,https://m.media-amazon.com/images/I/711xbsKBO9L._AC_UY218_.jpg,$0.00,4.0,1,4.0 out of 5 stars,0,0
1274,7,3D Printing Failures: 2022 Edition: How to Diagnose and Repair ALL Desktop 3D Printing Issues,printers,https://m.media-amazon.com/images/I/51sb3t4nMgL._AC_UY218_.jpg,$36.58,4.8,692,"FREE delivery Sun, Dec 15 to Palestinian Territories on $49 of eligible items",1,0
1275,7,"How To Use a 3D Printer: FDM Edition: From a Fabrication Professional, not a Gimmicky Cheaply Written Book",printers,https://m.media-amazon.com/images/I/71TjjMTUhzL._AC_UY218_.jpg,$0.00,,,,0,0
1276,7,3D Printing Projects. 20 design projects for your 3D printer,printers,https://m.media-amazon.com/images/I/51vXDO6XxfL._AC_UY218_.jpg,$11.31,3.8,27,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1277,7,How To Use a 3D Printer,printers,https://m.media-amazon.com/images/I/71HVvwntFPL._AC_UY218_.jpg,$9.99,3.2,17,3.2 out of 5 stars,0,0
1278,7,C310 C315 Toner Cartridge Remanufactured Xerox C310 C315 Toner 006R04356 006R04357 006R04358 006R04359 Toner Replacement for Xerox C310 C315 C310DNI C310DNIM C315 C315DNI Printer(4-Pack),printers,https://m.media-amazon.com/images/I/717qJqLKjZL._AC_UY218_.jpg,$149.99,5.0,1,"FREE delivery Wed, Dec 18 to Palestinian Territories",0,0
1279,7,C10 Handheld Inkjet Printer Gun with Original Fast-Drying Ink Cartridge for Text QRCode Barcode Batch Number Label Image Expiry Date Portable Printer for Any Surface (Non-encrypted),printers,https://m.media-amazon.com/images/I/612mo-7l5uL._AC_UY218_.jpg,$159.99,3.5,12,"Delivery Tue, Dec 17",0,0
1280,7,Print on demand (POD) with a continuous inkjet printer,printers,https://m.media-amazon.com/images/I/61bzjwOsVoL._AC_UY218_.jpg,$99.00,,,"FREE delivery Sun, Dec 15 to Palestinian Territories",0,0
1281,7,Laserjet and Inkjet Printers: A Guide for Purchase and Color Printing: Getting the most for your money from your laserjet or inkjet purchase and use,printers,https://m.media-amazon.com/images/I/81VWq8iWo8L._AC_UY218_.jpg,$0.00,,,,0,0
1282,7,Designing 3D Printers: Essential Knowledge,printers,https://m.media-amazon.com/images/I/61OOHi3XtdL._AC_UY218_.jpg,$35.75,4.5,171,"FREE delivery Sun, Dec 15 to Palestinian Territories on $49 of eligible items",0,0
1283,7,Printer Repair Manual: Discreet Edition (Libido Repair Manual),printers,https://m.media-amazon.com/images/I/51e51DXwFFL._AC_UY218_.jpg,$3.99,,,"FREE delivery Sun, Dec 15 to Palestinian Territories on $49 of eligible items",0,0
1284,7,3D Printing | 66 DIY-Projects: 66 awesome projects to realize with a 3D printer For Beginners & Advanced!,printers,https://m.media-amazon.com/images/I/61tWt3G7EdL._AC_UY218_.jpg,$24.99,4.0,21,"FREE delivery Sun, Dec 15 to Palestinian Territories on $49 of eligible items",0,0
1285,7,"The Ultimate Guide to Types of 3D Printers: Exploring FDM, SLA, SLS, and More for Beginners and Enthusiasts (PrintVerse: Unleashing the World of 3D Printing)",printers,https://m.media-amazon.com/images/I/71OfI+f1LUL._AC_UY218_.jpg,$0.00,,,,0,0
1286,7,"TROUBLESHOOTING 3D PRINTERS: A-Z Mastery Guide for Troubleshooting & Servicing the Hardware, and Software of the 3D Printer Including Professional Hacks, Tips & Tricks (3D PRINTING MADE EASY Book 2)",printers,https://m.media-amazon.com/images/I/71LnCp09PjL._AC_UY218_.jpg,$0.00,4.0,3,4.0 out of 5 stars,0,0
1287,7,The Profit Printers: 10 Steps To Build A Profitable Screen Printing Business,printers,https://m.media-amazon.com/images/I/71oHSPVZYlL._AC_UY218_.jpg,$16.99,,,,0,0
1288,7,KANTEN Remanufactured Versalink C8000 Toner Cartridge (with Display Capacity Chip) Compatible for Xerox Versalink C8000 Printer(4-Pack),printers,https://m.media-amazon.com/images/I/81UtTJA8TKL._AC_UY218_.jpg,$299.99,,,"FREE delivery Sun, Dec 15 to Palestinian Territories",0,0
1289,7,High-Yield 2-Pack TN770 TN-770 Black Toner Cartridge Replacement for Brother HL-L2350DW HL-L2370DWHL-L2390DW MFC-L2750DW MFC-L2710DW Series Printer,printers,https://m.media-amazon.com/images/I/71o+ZaP2agL._AC_UY218_.jpg,$49.99,,,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1290,8,"SponsoredBrother MFC-J1010DW Wireless Color Inkjet All-in-One Printer with Mobile Device and Duplex Printing, Refresh Subscription and Amazon Dash Replenishment Ready  Inkjet",printers,https://m.media-amazon.com/images/I/61ZyrptvstL._AC_SX148_SY213_QL70_.jpg,$99.99,4.2,5920,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1291,8,Bluetooth Thermal Label Printer – Thermal Shipping Label Printer – 4 x 6 Label Printer for Small Businesses  Thermal,printers,https://m.media-amazon.com/images/I/71rU0QvEabL._AC_SX148_SY213_QL70_.jpg,$119.98,1.0,3,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1292,8,CLABEL Label Maker Machine with Tape 221B Inkless Label Printer Handheld Barcode Printer Include 7 Rolls 40 * 30 Labels,printers,https://m.media-amazon.com/images/I/61JbfwRuhBL._AC_SX148_SY213_QL70_.jpg,,,,,0,0
1293,8,HK-612 Handheld Inkjet Printer for Any Surface 12.7mm for Production Date Time QRCode Barcode Production Logo Batch Number Print On Metal Board Pipe Cable plasticCable (26 Languages)  Inkjet,printers,https://m.media-amazon.com/images/I/61vHT5uXtpL._AC_SX148_SY213_QL70_.jpg,$149.99,,,$31.85 delivery,0,0
1294,8,"KODAK Barbie x Step Slim Wireless Instant Portable Photo Mobile Printer 2""x3"" Premium Photo Paper (50 Sheets)",printers,https://m.media-amazon.com/images/I/51nBczxViLL._AC_SX148_SY213_QL70_.jpg,,,,,0,0
1295,8,"KODAK Barbie x Step Slim Wireless Instant Portable Photo Mobile Printer 2""x3"" Premium Photo Paper (50 Sheets)",printers,https://m.media-amazon.com/images/I/511k4NXcB5L._AC_SX148_SY213_QL70_.jpg,,,,,0,0
1296,8,Color Desktop Printer Technology (Optical Science and Engineering Book 106)by Mitchell RosenPart of: Optical Science and Engineering (98 books),printers,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SX148_SY213_QL70_.gif,$38.48,5.0,1,,0,0
1297,8,241BT Bluetooth Thermal Shipping Label Printer + Shipping Label Holder for Thermal Printer(Black),printers,https://m.media-amazon.com/images/I/61+B75LtP6L._AC_SX148_SY213_QL70_.jpg,,,,,0,0
1298,8,"Sponsoredvretti Bluetooth Thermal Shipping Label Printer, Wireless 4x6 Label Printer for Shipping Packages, Thermal Printer Compatible with Ebay, Amazon, USPS, Shopify, Android, iPhone and Windows  Thermal",printers,https://m.media-amazon.com/images/I/61DUiBIc9QL._AC_SX148_SY213_QL70_.jpg,$59.99,4.0,637,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1299,8,SponsoredPrinthead with 950 Printhead Replacement with HP OfficeJet Pro 8100 8600 8610 8620 8630 8625 8635 8640 Printers,printers,https://m.media-amazon.com/images/I/61+kU4CMzjL._AC_SX148_SY213_QL70_.jpg,$117.98,5.0,7,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1300,8,Walfront Mini Inkjet Printer Handheld DP20 Portable HD Touch Label Maker Multi Language for Wood Clothes Paper Cartons (US Plug)  Inkjet,printers,https://m.media-amazon.com/images/I/61x4zkzi+IL._AC_SX148_SY213_QL70_.jpg,$90.04,1.0,1,"Delivery Tue, Dec 17",0,0
1301,8,Worthless Shopify Store Turns Into An Instant Money Printerby D.L. Stone,printers,https://m.media-amazon.com/images/I/715aRuVJmBL._AC_SX148_SY213_QL70_.jpg,$7.00,,,,0,0
1302,8,3-D Printers for Librariesby Jason Griffey,printers,https://m.media-amazon.com/images/I/91dmNZ+Q3PL._AC_SX148_SY213_QL70_.jpg,$20.00,,,,0,0
1303,8,Small Pocket Printer with Tape Wireless Label Printer,printers,https://m.media-amazon.com/images/I/71s-Cf293GL._AC_SX148_SY213_QL70_.jpg,,,,,0,0
1304,8,RAPIDE 3D HAS INTRODUCED THE RAPIDE LITE 3D PRINTER.: An article from: Imaging Updateby Unavailable,printers,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SX148_SY213_QL70_.gif,,,,,0,0
1305,8,Journal Volume 1by 1865 State Printers.,printers,https://m.media-amazon.com/images/I/814kPNjAM7L._AC_SX148_SY213_QL70_.jpg,$8.95,,,,0,0
1306,8,"Dual technologies: 3D printers in China, Russia, India and Singapore: Abridged version 60 pagesby Ariane Castel",printers,https://m.media-amazon.com/images/I/81OwQHrDOEL._AC_SX148_SY213_QL70_.jpg,$0.00,,,,0,0
1307,8,"SponsoredEcommerce Label Printer, Bluetooth Thermal Shipping Label Printer, 4x6 Thermal Printer Compatible with Android, iOS, Windows, Amazon, Ebay, Shopify, Etsy, USPS, Pirate Ship, Shippo  Thermal",printers,https://m.media-amazon.com/images/I/71371SpSg2L._AC_SX148_SY213_QL70_.jpg,$69.99,4.4,2298,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1308,8,"SponsoredPrinters Jack Compatiable Epson T522 Refill Ink Bottle Kit for Epson Supertank ET-2800 ET-4700 ET-4800 ET-2710 ET-2720, ET-2803 Printer, 4 Packs",printers,https://m.media-amazon.com/images/I/71iGattkYhL._AC_SX148_SY213_QL70_.jpg,$13.59,4.6,2706,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1309,9,"Brother MFC-J1010DW Wireless Color Inkjet All-in-One Printer with Mobile Device and Duplex Printing, Refresh Subscription and Amazon Dash Replenishment Ready",printers,https://m.media-amazon.com/images/I/61ZyrptvstL._AC_UY218_.jpg,$99.99,4.2,5920,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1310,9,TN760 Toner for Brother Printer Compatible Replacement for Brother TN-760 TN730 TN-730 for MFC-L2710DW DCP-L2550DW MFC-L2750DW HL-L2350DW HL-L2395DW HL-L2390DW HL-L2370DW (Black 2-Pack),printers,https://m.media-amazon.com/images/I/71qkEzaeyEL._AC_UY218_.jpg,$27.99,4.8,210,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
1311,9,"3D Printers: Are They Profitable, and What Is the Learning Curve to Start Making Money Using a 3D Printer? learning curve to exploring profitable niches",printers,https://m.media-amazon.com/images/I/718SoGIQ2ML._AC_UY218_.jpg,$0.00,,,,0,0
1312,9,3D Printing Projects. 20 design projects for your 3D printer,printers,https://m.media-amazon.com/images/I/51vXDO6XxfL._AC_UY218_.jpg,$11.31,3.8,27,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1313,9,Laserjet and Inkjet Printers: A Guide for Purchase and Color Printing: Getting the most for your money from your laserjet or inkjet purchase and use,printers,https://m.media-amazon.com/images/I/81VWq8iWo8L._AC_UY218_.jpg,$0.00,,,,0,0
1314,9,The Truth About Conversion Printers for Sublimation (Successful Sublimation),printers,https://m.media-amazon.com/images/I/71dSgidqliL._AC_UY218_.jpg,$0.00,,,,0,0
1315,9,Color Desktop Printer Technology (Optical Science and Engineering Book 106),printers,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_UY218_.gif,$38.48,5.0,1,5.0 out of 5 stars,0,0
1316,9,Epson Printer not Printing Black,printers,https://m.media-amazon.com/images/I/81khhdB24BL._AC_UY218_.jpg,$0.00,,,,0,0
1317,9,"Portable Printer Wireless for Travel M08F Thermal Wireless Printer Support 8.5"" X 11"" US Letter, Inkless Bluetooth Printer Compatible with Phone & Laptop & PC for Travel, Business, Office (Green)",printers,https://m.media-amazon.com/images/I/71M5c9BRibL._AC_UY218_.jpg,$136.99,4.5,26,"Delivery Tue, Dec 17",0,0
1318,9,Designing 3D Printers: Essential Knowledge,printers,https://m.media-amazon.com/images/I/61OOHi3XtdL._AC_UY218_.jpg,$35.75,4.5,171,"FREE delivery Sun, Dec 15 to Palestinian Territories on $49 of eligible items",0,0
1319,9,"iDPRT Label Printer - SP310 Thermal Label Maker with Auto Label Detection, 1""-3.15"" Print Width for Home, Office&Small Business, Suitable for Barcode, Address, Filling and Storing, Support Windows&Mac",printers,https://m.media-amazon.com/images/I/61+1cob37fL._AC_UY218_.jpg,$67.49,4.3,29,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1320,9,Printhead with 950 Printhead Replacement with HP OfficeJet Pro 8100 8600 8610 8620 8630 8625 8635 8640 Printers,printers,https://m.media-amazon.com/images/I/61+kU4CMzjL._AC_UY218_.jpg,$117.98,5.0,7,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1321,9,The Profit Printers: 10 Steps To Build A Profitable Screen Printing Business,printers,https://m.media-amazon.com/images/I/71oHSPVZYlL._AC_UY218_.jpg,$16.99,,,,0,0
1322,9,Brother Printer Customer +1-888-270-6412 Service,printers,https://m.media-amazon.com/images/I/61GOT4mAIDL._AC_UY218_.jpg,$0.00,,,,0,0
1323,9,Truth about Sublimation Printers,printers,https://m.media-amazon.com/images/I/71PcdXk1GJL._AC_UY218_.jpg,$0.00,,,,0,0
1324,9,Who in the World Was The Secretive Printer?: The Story of Johannes Gutenberg (Who in the World),printers,https://m.media-amazon.com/images/I/91Xsum55h9L._AC_UY218_.jpg,$9.37,4.2,12,4.2 out of 5 stars,0,0
1325,9,"Your Guide to Fixing Printer Problems: DIY Troubleshooting for Paper Jams, Smearing, Streaks and All of the Most Common Frustrating Printer Issues",printers,https://m.media-amazon.com/images/I/61F-gFm5cJL._AC_UY218_.jpg,$10.99,,,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1326,9,Which Printer Should I Buy for Sublimation? (Successful Sublimation),printers,https://m.media-amazon.com/images/I/71hSVJ6bczL._AC_UY218_.jpg,$0.00,,,,0,0
1327,9,"The Ultimate Guide to Types of 3D Printers: Exploring FDM, SLA, SLS, and More for Beginners and Enthusiasts (PrintVerse: Unleashing the World of 3D Printing)",printers,https://m.media-amazon.com/images/I/71OfI+f1LUL._AC_UY218_.jpg,$0.00,,,,0,0
1328,9,"The Stationers' Company and the Printers of London, 1501–1557",printers,https://m.media-amazon.com/images/I/41p4MvhCYmL._AC_UY218_.jpg,$119.67,5.0,1,5.0 out of 5 stars,0,0
1329,9,"HP Smart-Tank 5000 Wireless All-in-One Ink-Tank Printer with up to 2 years of ink included, mobile print, scan, copy, white, 17.11 x 14.23 x 6.19",printers,https://m.media-amazon.com/images/I/71rO8TpX5aL._AC_UY218_.jpg,$129.99,4.1,1402,"Delivery Thu, Dec 12 to Palestinian Territories",1,0
1330,9,"Printers Jack Compatiable Epson T522 Refill Ink Bottle Kit for Epson Supertank ET-2800 ET-4700 ET-4800 ET-2710 ET-2720, ET-2803 Printer, 4 Packs",printers,https://m.media-amazon.com/images/I/71iGattkYhL._AC_UY218_.jpg,$13.59,4.6,2706,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1331,1,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  2 Dozen Red Thanksgiving Roses Bouquet, Best Next-Day Fresh Flower for Delivery Prime, Ideal for Thanksgiving Gift for Family, Friends, Gratitude, Thank You, Fall Flowers",flowers,https://m.media-amazon.com/images/I/61s+9FIpRkL._AC_UL320_.jpg,$57.36,3.8,45,,0,0
1332,1,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Preserved Flowers Gift for Her, Girlfriend Wife BBF – Unique Long Lasting Real Roses - A Love Token - Forever Bloom in Glass Dome - Perfect for Event décor (Champagne, Orange, Pink)",flowers,https://m.media-amazon.com/images/I/71VR2p4Ra5L._AC_UL320_.jpg,$44.99,3.4,7,"FREE delivery Sun, Dec 15 to Palestinian Territories on $49 of eligible items",0,0
1333,1,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Preserved Flower Gift, Light Up Rose in Glass Dome, Eternal Forever Rose Flower Gifts for Her, Grandma, Mother’s Day, Valentine’s Day, Anniversary, Birthday, Christmas Decorations, Rose Pink",flowers,https://m.media-amazon.com/images/I/71aYSS-SNdL._AC_UL320_.jpg,$21.23,4.6,316,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
1334,1,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Forever Real Roses in Suede Box - 47-Piece Roses in a Box - Luxury Preserved Roses That Last Over a Year - Valentines Day Flowers for Delivery Prime - Mothers Day, Birthday, Christmas (Red)",flowers,https://m.media-amazon.com/images/I/81UyThWhRkL._AC_UL320_.jpg,$128.99,4.3,63,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
1335,1,"Preserved Flowers Bouquet, Long Lasting Flowers Bouquet with Gift Box, Forever Flowers Bouquet for Mother's Day, Birthday, Anniversary, Valentine's Day",flowers,https://m.media-amazon.com/images/I/81pGGTznNQL._AC_UL320_.jpg,$43.99,4.4,25,"Delivery Tue, Dec 17 to Palestinian Territories",0,1
1336,1,"2 Dozen Red Thanksgiving Roses Bouquet, Best Next-Day Fresh Flower for Delivery Prime, Ideal for Thanksgiving Gift for Family, Friends, Gratitude, Thank You, Fall Flowers",flowers,https://m.media-amazon.com/images/I/61s+9FIpRkL._AC_UL320_.jpg,$57.36,3.8,45,,0,0
1337,1,"Valley of Rain & ForestLong-Lasting Real Flowers, Unique Floral Gift for You to Send Love for All Occasions, for Indoor Decoration (Champagne Rose, Yellow Rose, Yellow Austin Rose)",flowers,https://m.media-amazon.com/images/I/81HLQbsUGDL._AC_UL320_.jpg,$35.49,4.7,664,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
